철도운영기관,선명,역명,상하행구분,출입구번호,상세위치,시작층,종료층
서울교통공사,7호선,총신대입구(이수),상행,7,(B1)ES-17,지하1층,지상1층
서울교통공사,7호선,총신대입구(이수),하행,3,(F1)ES-18,지상1층,지하1층
서울교통공사,7호선,총신대입구(이수),상행,3,(B1)ES-19,지하1층,지상1층
서울교통공사,7호선,총신대입구(이수),하행,12,(F1)ES-20,지상1층,지하1층
서울교통공사,7호선,총신대입구(이수),상행,12,(B1)ES-21,지하1층,지상1층
서울교통공사,7호선,총신대입구(이수),하행,10,(F1)ES-22,지상1층,지하1층
서울교통공사,7호선,총신대입구(이수),상행,,(B4)ES-02,지하4층,지하3층
서울교통공사,7호선,태릉입구,상행,4,(B1),지하1층,지상1층
서울교통공사,7호선,태릉입구,상행,,(B3)상선-6,지하3층,지하1층
서울교통공사,7호선,태릉입구,하행,,(B1)하선-5,지하1층,지하3층
서울교통공사,7호선,태릉입구,상행,,(B3)상선-4,지하3층,지하1층
서울교통공사,7호선,태릉입구,하행,,(B1)하선-3,지하1층,지하3층
서울교통공사,7호선,태릉입구,상행,,(B3)하선-2,지하3층,지하1층
서울교통공사,7호선,태릉입구,하행,,(B1)상선-1,지하1층,지하3층
서울교통공사,7호선,태릉입구,하행,4,(F1),지상1층,지하1층
서울교통공사,7호선,하계,상행,2,(B1)ES-1,지하1층,지상1층
서울교통공사,7호선,하계,하행,3,(F1),지상1층,지하1층
서울교통공사,7호선,하계,상행,3,(B1),지하1층,지상1층
서울교통공사,7호선,하계,상행,4,(B1)ES-4,지하1층,지상1층
서울교통공사,7호선,하계,하행,4,(F1)ES-3,지상1층,지하1층
서울교통공사,7호선,하계,하행,2,(F1)ES-2,지상1층,지하1층
서울교통공사,7호선,학동,상행,3,(B2)ES-02,지하2층,지하1층
서울교통공사,7호선,학동,하행,3,(B1)3/4번출입구방면,지하1층,지하2층
서울교통공사,7호선,학동,상행,10,(B1)ES-07,지하1층,지상1층
서울교통공사,7호선,학동,하행,1,(F1)ES-06,지상1층,지하1층
서울교통공사,7호선,학동,상행,,(B2)ES-09,지하2층,지하1층
서울교통공사,7호선,학동,하행,,(B1)ES-04,지하1층,지하2층
서울교통공사,7호선,학동,하행,10,(F1)ES-08,지상1층,지하1층
서울교통공사,7호선,학동,상행,1,(B1)ES-05,지하1층,지상1층
서울교통공사,7호선,학동,하행,,(B1)ES-10,지하1층,지하2층
서울교통공사,7호선,학동,상행,,(B2)ES-03,지하2층,지하1층
서울교통공사,8호선,가락시장,하행,,(B2)문정-2(#4),지하2층,지하3층
서울교통공사,8호선,가락시장,상행,6,(B1)6번-1(#11),지하1층,지상1층
서울교통공사,8호선,가락시장,하행,5,(F1)5번-2(#10),지상1층,지하1층
서울교통공사,8호선,가락시장,상행,5,(B1)5번-1(#9),지하1층,지상1층
서울교통공사,8호선,가락시장,하행,2,(F1)2번-2(#8),지상1층,지하1층
서울교통공사,8호선,가락시장,상행,,(B3)송파-1(#1),지하3층,지하2층
서울교통공사,8호선,가락시장,하행,,(B2)송파-2(#2),지하2층,지하3층
서울교통공사,8호선,가락시장,상행,,(B3)문정-1(#3),지하3층,지하2층
서울교통공사,8호선,가락시장,하행,6,(F1)6번-2(#12),지상1층,지하1층
서울교통공사,8호선,가락시장,상행,1,(B1)1번-1(#5),지하1층,지상1층
서울교통공사,8호선,가락시장,하행,1,(F1)1번-2(#6),지상1층,지하1층
서울교통공사,8호선,가락시장,상행,2,(B1)2번-1(#7),지하1층,지상1층
서울교통공사,8호선,강동구청,상행,4,(B1)ES-5,지하1층,지상1층
서울교통공사,8호선,강동구청,상행,2,(B1)ES-4,지하1층,지상1층
서울교통공사,8호선,강동구청,상행,1,(B2)ES-3,지하2층,지하1층
서울교통공사,8호선,강동구청,하행,,(B1)ES-2,지하1층,지하2층
서울교통공사,8호선,강동구청,상행,,(B1)ES-1,지하1층,지상1층
서울교통공사,8호선,남위례,상행,,(F2)승강장(모란방면),지상2층,지상3층
서울교통공사,8호선,남위례,상행,5,(F1)5번출입구,지상1층,지상2층
서울교통공사,8호선,남위례,상행,1,(F1)1F대합실,지상1층,지상2층
서울교통공사,8호선,남위례,하행,1,(F2)2F대합실,지상2층,지상1층
서울교통공사,8호선,남위례,상행,,(F2)2F대합실,지상2층,지상3층
서울교통공사,8호선,남위례,하행,,(F3)3F대합실,지상3층,지상2층
서울교통공사,8호선,남위례,하행,,(F3)3F대합실,지상3층,지상2층
서울교통공사,8호선,남한산성입구(성남법원·검찰청),상행,1,(B1)ES-1,지하1층,지상1층
서울교통공사,8호선,남한산성입구(성남법원·검찰청),하행,1,(F1)ES-2,지상1층,지하1층
서울교통공사,8호선,남한산성입구(성남법원·검찰청),상행,,(B2)ES-3(),지하2층,지하1층
서울교통공사,8호선,남한산성입구(성남법원·검찰청),하행,,(B2)ES-4(),지하2층,지하2층
서울교통공사,8호선,단대오거리,상행,1,(B2)1번출입구,지하2층,지상1층
서울교통공사,8호선,단대오거리,하행,1,(F1)1번출입구,지상1층,지하2층
서울교통공사,8호선,단대오거리,하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,8호선,단대오거리,하행,,(B1)ES-3(),지하1층,지하2층
서울교통공사,8호선,단대오거리,상행,,(B2)ES-4(),지하2층,지하1층
서울교통공사,8호선,단대오거리,상행,3,(B1)B1대합실,지하1층,지상1층
서울교통공사,8호선,모란,하행,,(B1)1-1,지하1층,지하2층
서울교통공사,8호선,모란,상행,,(B2)1-2,지하2층,지하1층
서울교통공사,8호선,몽촌토성(평화의문),상행,,(B2)ES-1,지하2층,지하1층
서울교통공사,8호선,몽촌토성(평화의문),하행,5,(F1)ES-8,지상1층,지하1층
서울교통공사,8호선,몽촌토성(평화의문),상행,5,(B1)ES-7,지하1층,지상1층
서울교통공사,8호선,몽촌토성(평화의문),상행,,(B1)ES-6,지하1층,지상1층
서울교통공사,8호선,몽촌토성(평화의문),하행,,(F1)ES-5,지상1층,지하1층
서울교통공사,8호선,몽촌토성(평화의문),하행,,(B1)ES-2,지하1층,지하2층
서울교통공사,8호선,몽촌토성(평화의문),상행,,(B1)ES-3,지하1층,지상1층
서울교통공사,8호선,몽촌토성(평화의문),하행,,(F1)ES-4,지상1층,지하1층
서울교통공사,8호선,문정,상행,2,(B1)문정역-4,지하1층,지상1층
서울교통공사,8호선,문정,하행,2,(F1)문정역-5,지상1층,지하1층
서울교통공사,8호선,복정,하행,2,(F1)E/S-2,지상1층,지하1층
서울교통공사,8호선,복정,상행,,(B2)E/S-1,지하2층,지하1층
서울교통공사,8호선,복정,상행,2,(B1)E/S-3,지하1층,지상1층
서울교통공사,8호선,산성,상행,,(B3)1-7,지하3층,지하2층
서울교통공사,8호선,산성,하행,,(B2)ES-3,지하2층,지하3층
서울교통공사,8호선,산성,상행,,(B3)ES-2,지하3층,지하2층
서울교통공사,8호선,산성,하행,,(B2)ES-1,지하2층,지하3층
서울교통공사,8호선,산성,상행,,(B3)ES-4,지하3층,지하2층
서울교통공사,8호선,산성,상행,,(B3)1-5,지하3층,지하2층
서울교통공사,8호선,산성,하행,,(B2)1-6,지하2층,지하3층
서울교통공사,8호선,산성,하행,,(B2)1-8,지하2층,지하3층
서울교통공사,8호선,산성,상행,2,(B1)ES-13(2번),지하1층,지상1층
서울교통공사,8호선,산성,하행,2,(F1)ES-12(2번),지상1층,지하1층
서울교통공사,8호선,산성,상행,,(B2)ES-11,지하2층,지하1층
서울교통공사,8호선,산성,상행,,(B2)ES-10,지하2층,지하1층
서울교통공사,8호선,산성,하행,,(B1)ES-9,지하1층,지하2층
서울교통공사,8호선,송파,하행,4,(F1)4번출입구-,지상1층,지하1층
서울교통공사,8호선,송파,상행,3,(B1)3번출입구-,지하1층,지상1층
서울교통공사,8호선,송파,하행,3,(F1)3번출입구-,지상1층,지하1층
서울교통공사,8호선,송파,상행,4,(B1)4번출입구-,지하1층,지상1층
서울교통공사,8호선,암사,하행,1,(F1)ES-2,지상1층,지하1층
서울교통공사,8호선,암사,하행,4,(F1)ES-4,지상1층,지하1층
서울교통공사,8호선,암사,상행,4,(B1)ES-3,지하1층,지상1층
서울교통공사,8호선,암사,상행,1,(B1)ES-1,지하1층,지상1층
서울교통공사,8호선,잠실(송파구청),상행,,(B1)백화점1번-1,지하1층,지상1층
서울교통공사,8호선,잠실(송파구청),하행,,(F1)백화점1번-2,지상1층,지하1층
서울교통공사,8호선,잠실(송파구청),하행,,(B1)백화점3번-2,지하1층,지하2층
서울교통공사,8호선,잠실(송파구청),상행,,(B2)백화점3번-1,지하2층,지하1층
서울교통공사,8호선,잠실(송파구청),하행,11,(F1)11번출입구-2,지상1층,지하1층
서울교통공사,8호선,잠실(송파구청),상행,11,(B1)11번출입구-1,지하1층,지상1층
서울교통공사,8호선,잠실(송파구청),상행,10,(B1)10번출입구-1,지하1층,지상1층
서울교통공사,8호선,잠실(송파구청),하행,10,(F1)10번출입구-2,지상1층,지하1층
서울교통공사,8호선,잠실(송파구청),하행,10,(F1)10번내부-1,지상1층,지하1층
서울교통공사,8호선,잠실(송파구청),상행,11,(B1)11번출입구,지하1층,지상1층
서울교통공사,8호선,잠실(송파구청),하행,,(B1)지구대앞-1,지하1층,지하2층
서울교통공사,8호선,잠실(송파구청),하행,,(B1)9번내부-2,지하1층,지하2층
서울교통공사,8호선,잠실(송파구청),상행,,(B2)9번내부-1,지하2층,지하1층
서울교통공사,8호선,잠실(송파구청),상행,9,(B1)1-4,지하1층,지하1층
서울교통공사,8호선,잠실(송파구청),상행,,(B2)지구대앞-2,지하2층,지하1층
서울교통공사,8호선,장지,하행,3,(BM)3/4번 출입구방면,지하1층,지하1층
서울교통공사,8호선,장지,하행,3,(BM)3/4번 출입구방면,지하1층,지하1층
서울교통공사,8호선,장지,상행,3,(B1)B1대합실,지하1층,지하1층
서울교통공사,8호선,장지,상행,3,(B1)B1대합실,지하1층,지하1층
서울교통공사,8호선,장지,하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,8호선,장지,상행,3,(B1)ES-6,지하1층,지상1층
